locus_id,gene_name
Rv3404c,Rv3404c
Rv3405c,Rv3405c
Rv3406,Rv3406
Rv3407,vapB47
Rv3408,vapC47
Rv3409c,choD
Rv3410c,guaB3
Rv3411c,guaB2
Rv3412,Rv3412
Rv3413c,Rv3413c
Rv3414c,sigD
Rv3415c,Rv3415c
Rv3416,whiB3
Rv3417c,groEL1
Rv3418c,groES
Rv3419c,gcp
Rv3420c,rimI
Rv3421c,Rv3421c
Rv3422c,Rv3422c
Rv3423c,alr
Rv3424c,Rv3424c
Rv3425,PPE57
Rv3426,PPE58
Rv3427c,Rv3427c
Rv3428c,Rv3428c
Rv3429,PPE59
Rv3430c,Rv3430c
Rv3430a,Rv3430a
Rv3432c,gadB
Rv3433c,Rv3433c
Rv3434c,Rv3434c
Rv3435c,Rv3435c
Rv3436c,glmS
Rv3437,Rv3437
Rv3438,Rv3438
Rv3439c,Rv3439c
Rv3440c,Rv3440c
Rv3441c,mrsA
Rv3442c,rpsI
Rv3443c,rplM
Rv3444c,esxT
Rv3445c,esxU
Rv3446c,Rv3446c
Rv3447c,eccC4
Rv3448,eccD4
Rv3449,mycP4
Rv3450c,eccB4
Rv3451,cut3
Rv3452,cut4
Rv3453,Rv3453
Rv3455c,truA
Rv3456c,rplQ
Rv3457c,rpoA
Rv3458c,rpsD
Rv3459c,rpsK
Rv3460c,rpsM
Rv3461c,rpmJ
Rv3462c,infA
Rv3463,Rv3463
Rv3464,rmlB
Rv3465,rmlC
Rv3466,Rv3466
Rv3467,Rv3467
Rv3468c,Rv3468c
Rv3469c,mhpE
Rv3470c,ilvB2
Rv3471c,Rv3471c
Rv3472,Rv3472
Rv3473c,bpoA
Rv3476c,kgtP
Rv3477,PE31
Rv3478,PPE60
Rv3479,Rv3479
Rv3480c,Rv3480c
Rv3481c,Rv3481c
Rv3482c,Rv3482c
Rv3483c,Rv3483c
Rv3484,Rv3484
Rv3485c,Rv3485c
Rv3486,Rv3486
Rv3487c,lipF
Rv3488,Rv3488
Rv3489,Rv3489
Rv3490,otsA
Rv3491,Rv3491
Rv3492c,Rv3492c
Rv3493c,Rv3493c
Rv3494c,mce4F
Rv3495c,lprN
Rv3496c,mce4D
Rv3497c,mce4C
Rv3498c,mce4B
Rv3499c,mce4A
Rv3500c,yrbE4B
Rv3501c,yrbE4A
Rv3502c,Rv3502c
Rv3503c,fdxD
Rv3504,fadE26
Rv3505,fadE27
Rv3506,fadD17
Rv3507,PE_PGRS53
Rv3508,PE_PGRS54
Rv3509c,ilvX
Rv3510c,Rv3510c
Rv3511,PE_PGRS55
Rv3512,PE_PGRS56
Rv3513c,fadD18
Rv3514,PE_PGRS57
Rv3515c,fadD19
Rv3516,echA19
Rv3517,Rv3517
Rv3518c,cyp142
Rv3519,Rv3519
Rv3520c,Rv3520c
Rv3521,Rv3521
Rv3522,ltp4
Rv3523,ltp3
Rv3524,Rv3524
Rv3525c,Rv3525c
Rv3526,kshA
Rv3527,Rv3527
Rv3528c,Rv3528c
Rv3529c,Rv3529c
Rv3530c,Rv3530c
Rv3531c,Rv3531c
Rv3532,PPE61
Rv3533c,PPE62
Rv3534c,hsaF
Rv3535c,hsaG
Rv3536c,hsaE
Rv3537,kstD
Rv3538,Rv3538
Rv3539,PPE63
Rv3540c,ltp2
Rv3541c,Rv3541c
Rv3542c,Rv3542c
Rv3543c,fadE29
Rv3544c,fadE28
Rv3545c,cyp125
Rv3546,fadA5
Rv3547,ddn
Rv3548c,Rv3548c
Rv3549c,Rv3549c
Rv3550,echA20
Rv3551,Rv3551
Rv3552,Rv3552
Rv3553,Rv3553
Rv3554,fdxB
Rv3555c,Rv3555c
Rv3556c,fadA6
Rv3557c,Rv3557c
Rv3558,PPE64
Rv3559c,Rv3559c
Rv3560c,fadE30
Rv3561,fadD3
Rv3562,fadE31
Rv3563,fadE32
Rv3564,fadE33
Rv3565,aspB
Rv3566c,nat
Rv3566A,Rv3566A
Rv3567c,hsaB
Rv3568c,hsaC
Rv3569c,hsaD
Rv3570c,hsaA
Rv3571,kshB
Rv3572,Rv3572
Rv3573c,fadE34
Rv3574,kstR
Rv3575c,Rv3575c
Rv3576,lppH
Rv3577,Rv3577
Rv3578,arsB2
Rv3579c,Rv3579c
Rv3580c,cysS1
Rv3581c,ispF
Rv3582c,ispD
Rv3583c,Rv3583c
Rv3584,lpqE
Rv3585,radA
Rv3586,Rv3586
Rv3587c,Rv3587c
Rv3588c,canB
Rv3589,mutY
Rv3590c,PE_PGRS58
Rv3591c,Rv3591c
Rv3592,Rv3592
Rv3593,lpqF
Rv3594,Rv3594
Rv3595c,PE_PGRS59
Rv3596c,clpC1
Rv3597c,lsr2
Rv3598c,lysS
Rv3600c,Rv3600c
Rv3601c,panD
Rv3602c,panC
Rv3603c,Rv3603c
Rv3604c,Rv3604c
Rv3605c,Rv3605c
Rv3606c,folK
Rv3607c,folB
Rv3608c,folP1
Rv3609c,folE
Rv3610c,ftsH
Rv3612c,Rv3612c
Rv3613c,Rv3613c
Rv3614c,espD
Rv3615c,espC
Rv3616c,espA
Rv3617,ephA
Rv3618,Rv3618
Rv3619c,esxV
Rv3620c,esxW
Rv3621c,PPE65
Rv3622c,PE32
Rv3623,lpqG
Rv3624c,hpt
Rv3625c,mesJ
Rv3626c,Rv3626c
Rv3627c,Rv3627c
Rv3628,ppa
Rv3629c,Rv3629c
Rv3630,Rv3630
Rv3631,Rv3631
Rv3632,Rv3632
Rv3633,Rv3633
Rv3634c,galE1
Rv3635,Rv3635
Rv3636,Rv3636
Rv3638,Rv3638
Rv3639c,Rv3639c
Rv3640c,Rv3640c
Rv3641c,fic
Rv3642c,Rv3642c
Rv3643,Rv3643
Rvnt39,thrU
Rv3644c,Rv3644c
Rv3645,Rv3645
Rv3646c,topA
Rv3647c,Rv3647c
Rv3648c,cspA
Rv3649,Rv3649
Rv3650,PE33
Rv3651,Rv3651
Rv3652,PE_PGRS60
Rv3653,PE_PGRS61
Rv3654c,Rv3654c
Rv3655c,Rv3655c
Rv3656c,Rv3656c
Rv3657c,Rv3657c
Rv3658c,Rv3658c
Rv3659c,Rv3659c
Rv3660c,Rv3660c
RVnc0004,B11
Rv3661,Rv3661
RVnc0036a,MTS2823
Rv3662c,Rv3662c
Rv3663c,dppD
Rv3664c,dppC
Rv3665c,dppB
Rv3666c,dppA
Rv3667,acs
Rv3668c,Rv3668c
Rv3669,Rv3669
Rv3670,ephE
Rv3671c,Rv3671c
Rv3672c,Rv3672c
Rv3673c,Rv3673c
Rv3674c,nth
Rv3675,Rv3675
Rv3676,crp
Rv3677c,Rv3677c
Rv3678c,Rv3678c
Rv3678A,Rv3678A
Rv3679,Rv3679
Rv3680,Rv3680
Rv3681c,whiB4
Rv3682,ponA2
Rv3683,Rv3683
Rv3684,Rv3684
Rvnt40,proY
Rv3685c,cyp137
Rv3686c,Rv3686c
Rv3687c,rsfB
Rv3688c,Rv3688c
Rv3689,Rv3689
Rv3690,Rv3690
Rv3691,Rv3691
Rv3692,moxR2
Rv3693,Rv3693
Rv3694c,Rv3694c
Rv3695,Rv3695
Rv3696c,glpK
Rv3697c,vapC48
Rv3697A,vapB48
Rv3698,Rv3698
Rv3699,Rv3699
Rv3700c,egtE
Rv3701c,egtD
Rv3702c,egtC
Rv3703c,etgB
Rv3704c,gshA
Rv3705c,Rv3705c
Rv3705A,Rv3705A
Rv3706c,Rv3706c
Rv3707c,Rv3707c
Rv3708c,asd
Rv3709c,ask
Rv3710,leuA
Rv3711c,dnaQ
Rv3712,Rv3712
Rv3713,cobQ2
Rv3714c,Rv3714c
Rv3715c,recR
Rv3716c,Rv3716c
Rv3717,Rv3717
Rv3718c,Rv3718c
Rv3719,Rv3719
Rv3720,Rv3720
Rv3721c,dnaZX
Rv3722c,Rv3722c
RVnc0006,C8
Rvnt41,serV
Rv3723,Rv3723
Rv3725,Rv3725
Rv3726,Rv3726
Rv3727,Rv3727
Rv3728,Rv3728
Rv3729,Rv3729
Rv3730c,Rv3730c
Rv3731,ligC
Rv3732,Rv3732
Rv3733c,Rv3733c
Rv3734c,tgs2
Rv3735,Rv3735
Rv3736,Rv3736
Rv3737,Rv3737
Rv3738c,PPE66
Rv3739c,PPE67
Rv3740c,Rv3740c
Rv3741c,Rv3741c
Rv3742c,Rv3742c
Rv3743c,ctpJ
Rv3744,nmtR
Rv3745c,Rv3745c
Rv3746c,PE34
Rv3747,Rv3747
Rv3748,Rv3748
Rv3749c,Rv3749c
Rv3750c,Rv3750c
Rvnt42,serX
Rv3752c,Rv3752c
Rv3753c,Rv3753c
Rv3754,tyrA
Rv3755c,Rv3755c
Rv3756c,proZ
Rv3757c,proW
Rv3758c,proV
Rv3759c,proX
Rv3760,Rv3760
Rv3761c,fadE36
Rv3762c,Rv3762c
Rv3763,lpqH
Rv3764c,tcrY
Rv3765c,tcrX
Rv3766,Rv3766
Rv3767c,Rv3767c
Rv3768,Rv3768
Rv3769,Rv3769
Rv3770c,Rv3770c
Rv3771c,Rv3771c
Rvnt43,argU
Rvnt44,serT
Rv3772,hisC2
Rv3773c,Rv3773c
Rv3774,echA21
Rv3775,lipE
Rv3776,Rv3776
Rvnt45,serU
Rv3777,Rv3777
Rv3778c,Rv3778c
Rv3779,Rv3779
Rv3780,Rv3780
Rv3781,rfbE
Rv3782,glfT1
Rv3783,rfbD
Rv3784,Rv3784
Rv3785,Rv3785
Rv3786c,Rv3786c
Rv3787c,Rv3787c
Rv3788,Rv3788
Rv3789,Rv3789
Rv3790,dprE1
Rv3791,dprE2
Rv3792,aftA
Rv3793,embC
Rv3794,embA
Rv3795,embB
Rv3796,Rv3796
Rv3797,fadE35
Rv3798,Rv3798
Rv3799c,accD4
Rv3800c,pks13
Rv3801c,fadD32
Rv3802c,Rv3802c
Rv3803c,fbpD
Rv3804c,fbpA
Rv3805c,aftB
Rv3806c,ubiA
Rv3807c,Rv3807c
Rv3808c,glfT2
Rv3809c,glf
Rv3810,pirG
Rv3811,Rv3811
Rv3812,PE_PGRS62
Rv3813c,Rv3813c
Rv3814c,Rv3814c
Rv3815c,Rv3815c
Rv3816c,Rv3816c
Rv3817,Rv3817
Rv3818,Rv3818
Rv3819,Rv3819
Rv3820c,papA2
Rv3821,Rv3821
Rv3822,Rv3822
Rv3823c,mmpL8
Rv3824c,papA1
Rv3825c,pks2
Rv3826,fadD23
Rv3827c,Rv3827c
Rv3828c,Rv3828c
Rv3829c,Rv3829c
Rv3830c,Rv3830c
Rv3831,Rv3831
Rv3832c,Rv3832c
Rv3833,Rv3833
Rv3834c,serS
Rv3835,Rv3835
Rv3836,Rv3836
Rv3837c,Rv3837c
Rv3838c,pheA
Rv3839,Rv3839
Rv3840,Rv3840
Rv3841,bfrB
Rv3842c,glpQ1
Rv3843c,Rv3843c
RVnc0040,MTS2975
Rv3844,Rv3844
Rv3845,Rv3845
Rv3846,sodA
Rv3847,Rv3847
Rv3848,Rv3848
Rv3849,espR
Rv3850,Rv3850
Rv3851,Rv3851
Rv3852,hns
Rv3853,rraA
Rv3854c,ethA
Rv3855,ethR
Rv3856c,Rv3856c
Rv3857c,Rv3857c
Rv3858c,gltD
Rv3859c,gltB
Rv3860,Rv3860
Rv3861,Rv3861
Rv3862c,whiB6
Rv3863,Rv3863
Rv3864,espE
Rv3865,espF
Rv3866,espG1
Rv3867,espH
Rv3868,eccA1
Rv3869,eccB1
Rv3870,eccCa1
Rv3871,eccCb1
Rv3872,PE35
Rv3873,PPE68
Rv3874,esxB
Rv3875,esxA
Rv3876,espI
Rv3877,eccD1
Rv3878,espJ
Rv3879c,espK
Rv3880c,espL
Rv3881c,espB
Rv3882c,eccE1
Rv3883c,mycP1
Rv3884c,eccA2
Rv3885c,eccE2
Rv3886c,mycP2
Rv3887c,eccD2
Rv3888c,Rv3888c
Rv3889c,espG2
Rv3890c,esxC
Rv3891c,esxD
Rv3892c,PPE69
Rv3893c,PE36
Rv3894c,eccC2
Rv3895c,eccB2
Rv3896c,Rv3896c
Rv3897c,Rv3897c
Rv3898c,Rv3898c
Rv3899c,Rv3899c
Rv3900c,Rv3900c
Rv3901c,Rv3901c
Rv3902c,Rv3902c
Rv3903c,Rv3903c
Rv3904c,esxE
Rv3905c,esxF
Rv3906c,Rv3906c
Rv3907c,pcnA
Rv3908,mutT4
Rv3909,Rv3909
Rv3910,Rv3910
Rv3911,sigM
Rv3912,Rv3912
Rv3913,trxB2
Rv3914,trxC
Rv3915,Rv3915
Rv3916c,Rv3916c
Rv3917c,parB
Rv3918c,parA
Rv3919c,gid
Rv3920c,Rv3920c
Rv3921c,Rv3921c
Rv3922c,Rv3922c
Rv3923c,rnpA
Rv3924c,rpmH
