geneA	geneB	combined_score
Rv1448c	Rv2496c	868
Rv1448c	Rv2497c	857
Rv1448c	Rv2604c	816
Rv1448c	Rv2606c	826
Rv1448c	Rv2702	904
Rv1448c	Rv3010c	952
Rv1448c	Rv3068c	933
Rv1449c	Rv1617	969
Rv1449c	Rv1650	784
Rv1449c	Rv1844c	897
Rv1449c	Rv2029c	935
Rv1449c	Rv2241	863
Rv1449c	Rv2436	937
Rv1449c	Rv2454c	839
Rv1449c	Rv2455c	843
Rv1449c	Rv2465c	959
Rv1449c	Rv2496c	884
Rv1449c	Rv2497c	855
Rv1449c	Rv2604c	801
Rv1449c	Rv2606c	830
Rv1449c	Rv2702	856
Rv1449c	Rv3010c	949
Rv1449c	Rv3068c	954
Rv1449c	Rv3859c	705
Rv1450c	Rv3558	870
Rv1451	Rv1456c	996
Rv1451	Rv1485	927
Rv1451	Rv2193	999
Rv1451	Rv2194	724
Rv1451	Rv2196	863
Rv1451	Rv2199c	765
Rv1451	Rv2200c	999
Rv1451	Rv2235	750
Rv1451	Rv3043c	999
Rv1452c	Rv1525	728
Rv1452c	Rv1548c	773
Rv1452c	Rv1749c	734
Rv1452c	Rv1753c	773
Rv1452c	Rv1917c	774
Rv1452c	Rv1918c	768
Rv1452c	Rv2075c	737
Rv1452c	Rv2082	790
Rv1452c	Rv2209	774
Rv1452c	Rv2231A	761
Rv1452c	Rv2275	737
Rv1452c	Rv2293c	770
Rv1452c	Rv2305	758
Rv1452c	Rv2308	760
Rv1452c	Rv2337c	767
Rv1452c	Rv2356c	773
Rv1452c	Rv2608	779
Rv1452c	Rv2735c	753
Rv1452c	Rv2797c	716
Rv1452c	Rv2819c	772
Rv1452c	Rv2822c	728
Rv1452c	Rv2824c	744
Rv1452c	Rv2942	734
Rv1452c	Rv2949c	758
Rv1452c	Rv2954c	772
Rv1452c	Rv3081	760
Rv1452c	Rv3159c	770
Rv1452c	Rv3190c	728
Rv1452c	Rv3343c	774
Rv1452c	Rv3347c	774
Rv1452c	Rv3350c	774
Rv1452c	Rv3403c	771
Rv1452c	Rv3448	712
Rv1452c	Rv3472	715
Rv1452c	Rv3533c	771
Rv1452c	Rv3558	773
Rv1452c	Rv3727	760
Rv1452c	Rv3864	767
Rv1452c	Rv3879c	770
Rv1452c	Rv3903c	753
Rv1453	Rv1454c	806
Rv1453	Rv1455	870
Rv1453	Rv1460	730
Rv1453	Rv1556	746
Rv1453	Rv1674c	774
Rv1453	Rv1675c	817
Rv1453	Rv1725c	777
Rv1453	Rv1773c	746
Rv1453	Rv1776c	802
Rv1453	Rv1931c	802
Rv1453	Rv1963c	763
Rv1453	Rv2282c	803
Rv1453	Rv2488c	797
Rv1453	Rv2760c	730
Rv1453	Rv2912c	716
Rv1453	Rv3066	730
Rv1453	Rv3082c	716
Rv1453	Rv3124	824
Rv1453	Rv3167c	805
Rv1453	Rv3183	797
Rv1453	Rv3263	800
Rv1453	Rv3692	826
Rv1453	Rv3736	833
Rv1453	Rv3830c	772
Rv1453	Rv3840	839
Rv1454c	Rv1455	878
Rv1456c	Rv1457c	998
Rv1456c	Rv1458c	996
Rv1456c	Rv1459c	957
Rv1456c	Rv2174	812
Rv1456c	Rv2194	828
Rv1456c	Rv2195	828
Rv1456c	Rv2196	748
Rv1456c	Rv2235	927
Rv1457c	Rv1458c	999
Rv1457c	Rv1459c	977
Rv1457c	Rv1460	779
Rv1457c	Rv1462	718
Rv1457c	Rv1463	730
Rv1457c	Rv1464	719
Rv1457c	Rv1465	715
Rv1457c	Rv1466	713
Rv1457c	Rv2174	799
Rv1458c	Rv1459c	906
Rv1458c	Rv1460	723
Rv1458c	Rv1462	712
Rv1458c	Rv1463	724
Rv1458c	Rv1464	715
Rv1458c	Rv1465	725
Rv1458c	Rv1466	712
Rv1459c	Rv1460	780
Rv1459c	Rv1462	777
Rv1459c	Rv1463	774
Rv1459c	Rv1464	777
Rv1459c	Rv1465	731
Rv1459c	Rv1466	727
Rv1459c	Rv2174	948
Rv1459c	Rv2181	747
Rv1459c	Rv3438	718
Rv1459c	Rv3805c	829
Rv1460	Rv1461	830
Rv1460	Rv1462	909
Rv1460	Rv1463	891
Rv1460	Rv1464	886
Rv1460	Rv1465	919
Rv1460	Rv1466	881
Rv1460	Rv1674c	824
Rv1460	Rv1675c	809
Rv1460	Rv1725c	808
Rv1460	Rv1773c	731
Rv1460	Rv1776c	809
Rv1460	Rv1931c	810
Rv1460	Rv1985c	800
Rv1460	Rv2058c	804
Rv1460	Rv2059	804
Rv1460	Rv2282c	730
Rv1460	Rv2359	847
Rv1460	Rv2488c	731
Rv1460	Rv2621c	761
Rv1460	Rv2642	766
Rv1460	Rv3055	742
Rv1460	Rv3066	740
Rv1460	Rv3082c	770
Rv1460	Rv3124	734
Rv1460	Rv3167c	853
Rv1460	Rv3183	808
Rv1460	Rv3263	801
Rv1460	Rv3736	800
Rv1460	Rv3830c	808
Rv1460	Rv3840	804
Rv1461	Rv1462	967
Rv1461	Rv1463	999
Rv1461	Rv1464	990
Rv1461	Rv1465	987
Rv1461	Rv1466	951
Rv1461	Rv3700c	761
Rv1461	Rv3778c	888
Rv1462	Rv1463	999
Rv1462	Rv1464	999
Rv1462	Rv1465	999
Rv1462	Rv1466	972
Rv1462	Rv3700c	953
Rv1462	Rv3778c	893
Rv1463	Rv1464	999
Rv1463	Rv1465	999
Rv1463	Rv1466	982
Rv1463	Rv3700c	957
Rv1463	Rv3778c	913
Rv1464	Rv1465	999
Rv1464	Rv1466	988
Rv1464	Rv1471	902
Rv1464	Rv3284	701
Rv1464	Rv3913	923
Rv1465	Rv1466	996
Rv1465	Rv1937	870
Rv1465	Rv2204c	859
Rv1465	Rv2264c	751
Rv1465	Rv2776c	872
Rv1465	Rv3025c	998
Rv1465	Rv3230c	869
Rv1465	Rv3446c	752
Rv1465	Rv3554	885
Rv1465	Rv3571	868
Rv1465	Rv3700c	968
Rv1465	Rv3778c	972
Rv1467c	Rv3028c	783
Rv1467c	Rv3029c	741
Rv1468c	Rv1469	759
Rv1469	Rv1470	848
Rv1469	Rv1471	754
Rv1469	Rv1472	847
Rv1469	Rv1754c	757
Rv1470	Rv1471	819
Rv1470	Rv1472	868
Rv1470	Rv2428	732
Rv1470	Rv3913	942
Rv1471	Rv1472	867
Rv1471	Rv1473	733
Rv1471	Rv3463	746
Rv1471	Rv3913	998
Rv1472	Rv1473	845
Rv1472	Rv1473A	745
Rv1472	Rv1627c	762
Rv1472	Rv1715	903
Rv1472	Rv1867	744
Rv1472	Rv2500c	849
Rv1472	Rv2502c	735
Rv1472	Rv2524c	847
Rv1472	Rv2790c	761
Rv1472	Rv3140	849
Rv1472	Rv3141	702
Rv1472	Rv3442c	799
Rv1472	Rv3522	745
Rv1472	Rv3523	761
Rv1472	Rv3540c	760
Rv1472	Rv3546	761
Rv1472	Rv3556c	762
Rv1472	Rv3563	784
Rv1473	Rv1473A	940
Rv1473	Rv1642	791
Rv1473	Rv1643	798
Rv1473	Rv2412	786
Rv1473	Rv2441c	799
Rv1473	Rv2442c	822
Rv1473	Rv2785c	822
Rv1473	Rv2890c	791
Rv1473	Rv2904c	785
Rv1473	Rv2909c	823
Rv1473	Rv3442c	826
Rv1473	Rv3443c	816
Rv1473	Rv3456c	785
Rv1473	Rv3458c	803
Rv1473	Rv3459c	784
Rv1473	Rv3460c	782
Rv1473	Rv3461c	783
Rv1473	Rv3924c	786
Rv1474c	Rv1475c	905
Rv1475c	Rv1552	711
Rv1475c	Rv1553	800
Rv1475c	Rv1915	917
Rv1475c	Rv1916	916
Rv1475c	Rv2057c	791
Rv1475c	Rv2058c	819
Rv1475c	Rv2441c	856
Rv1475c	Rv2748c	726
Rv1475c	Rv2785c	831
Rv1475c	Rv2890c	827
Rv1475c	Rv2904c	885
Rv1475c	Rv2909c	850
Rv1475c	Rv2925c	843
Rv1475c	Rv2995c	798
Rv1475c	Rv3318	843
Rv1475c	Rv3319	870
Rv1475c	Rv3339c	988
Rv1475c	Rv3442c	842
Rv1475c	Rv3443c	807
Rv1475c	Rv3456c	850
Rv1475c	Rv3458c	805
Rv1475c	Rv3459c	795
Rv1475c	Rv3460c	720
Rv1475c	Rv3461c	854
Rv1475c	Rv3846	921
Rv1475c	Rv3859c	782
Rv1476	Rv1610	738
Rv1476	Rv2342	752
Rv1476	Rv2673	776
Rv1476	Rv3035	772
Rv1476	Rv3244c	757
Rv1476	Rv3346c	756
Rv1476	Rv3635	715
Rv1476	Rv3668c	759
Rv1476	Rv3792	719
Rv1476	Rv3793	740
Rv1476	Rv3794	766
Rv1476	Rv3795	751
Rv1476	Rv3802c	774
Rv1476	Rv3805c	765
Rv1477	Rv1478	984
Rv1477	Rv1479	839
Rv1477	Rv1481	805
Rv1477	Rv1497	763
Rv1477	Rv1566c	848
Rv1477	Rv1884c	706
Rv1477	Rv2154c	840
Rv1477	Rv2450c	950
Rv1477	Rv2719c	843
Rv1477	Rv2721c	837
Rv1477	Rv2888c	796
Rv1477	Rv3414c	774
Rv1477	Rv3717	916
Rv1477	Rv3810	843
Rv1477	Rv3915	875
Rv1478	Rv1479	813
Rv1478	Rv1481	916
Rv1478	Rv1497	754
Rv1478	Rv1566c	843
Rv1478	Rv2154c	768
Rv1478	Rv2721c	803
Rv1478	Rv3810	754
Rv1479	Rv1480	986
Rv1479	Rv1481	990
Rv1479	Rv1485	726
Rv1480	Rv1481	994
Rv1480	Rv3680	742
Rv1480	Rv3701c	747
Rv1482c	Rv1483	841
Rv1483	Rv1484	997
Rv1483	Rv1485	879
Rv1483	Rv1694	804
Rv1483	Rv1908c	905
Rv1483	Rv2043c	856
Rv1483	Rv2243	901
Rv1483	Rv2245	947
Rv1483	Rv2246	913
Rv1483	Rv2428	782
Rv1483	Rv2524c	857
Rv1483	Rv3457c	766
Rv1483	Rv3795	860
Rv1484	Rv1485	904
Rv1484	Rv1527c	761
Rv1484	Rv1663	700
Rv1484	Rv1694	722
Rv1484	Rv1854c	947
Rv1484	Rv1908c	916
Rv1484	Rv2043c	967
Rv1484	Rv2048c	769
Rv1484	Rv2243	981
Rv1484	Rv2244	785
Rv1484	Rv2245	994
Rv1484	Rv2246	982
Rv1484	Rv2416c	908
Rv1484	Rv2427A	864
Rv1484	Rv2428	957
Rv1484	Rv2524c	994
Rv1484	Rv2933	763
Rv1484	Rv2940c	771
Rv1484	Rv2946c	706
Rv1484	Rv2953	795
Rv1484	Rv3793	800
Rv1484	Rv3794	870
Rv1484	Rv3795	966
Rv1484	Rv3800c	959
Rv1484	Rv3801c	818
Rv1484	Rv3825c	761
Rv1484	Rv3855	791
Rv1484	Rv3919c	865
Rv1485	Rv1876	936
Rv1485	Rv2676c	964
Rv1485	Rv2677c	997
Rv1485	Rv2678c	989
Rv1485	Rv2847c	780
Rv1485	Rv2850c	942
Rv1485	Rv3841	913
Rv1486c	Rv1487	833
Rv1486c	Rv1488	777
Rv1486c	Rv1489	774
Rv1486c	Rv2138	732
Rv1486c	Rv2360c	760
Rv1486c	Rv2712c	712
Rv1486c	Rv2743c	753
Rv1486c	Rv3212	727
Rv1486c	Rv3287c	751
Rv1487	Rv1488	973
Rv1487	Rv1489	853
Rv1487	Rv2066	756
Rv1487	Rv2208	749
Rv1488	Rv1489	878
Rv1488	Rv2115c	821
Rv1488	Rv2782c	778
Rv1488	Rv2788	734
Rv1488	Rv2867c	748
Rv1488	Rv3610c	963
Rv1489	Rv1489A	705
Rv1489	Rv2563	870
Rv1489A	Rv1492	998
Rv1489A	Rv1493	875
Rv1489A	Rv1496	751
Rv1489A	Rv3802c	703
Rv1491c	Rv1492	761
Rv1491c	Rv1496	754
Rv1492	Rv1493	999
Rv1492	Rv1494	775
Rv1492	Rv1495	773
Rv1492	Rv1496	982
Rv1492	Rv2215	822
Rv1492	Rv2454c	848
Rv1492	Rv2455c	885
Rv1492	Rv2495c	830
Rv1492	Rv2852c	802
Rv1492	Rv2967c	820
Rv1493	Rv1494	840
Rv1493	Rv1495	827
Rv1493	Rv1496	996
Rv1493	Rv2124c	872
Rv1493	Rv2215	847
Rv1493	Rv2454c	864
Rv1493	Rv2455c	948
Rv1493	Rv2495c	827
Rv1493	Rv2852c	806
Rv1493	Rv2967c	881
Rv1493	Rv3280	824
Rv1494	Rv1495	999
Rv1494	Rv1496	803
Rv1494	Rv1521	803
Rv1494	Rv2964	789
Rv1495	Rv1496	803
Rv1495	Rv1521	720
Rv1495	Rv1991c	864
Rv1495	Rv2801c	887
Rv1497	Rv3097c	813
Rv1498c	Rv1938	870
Rv1498c	Rv2740	806
Rv1500	Rv1501	862
Rv1500	Rv1502	709
Rv1500	Rv2188c	720
Rv1500	Rv3308	831
Rv1500	Rv3447c	815
Rv1501	Rv1502	766
Rv1501	Rv1507c	831
Rv1501	Rv3424c	813
Rv1501	Rv3903c	736
Rv1502	Rv1505c	815
Rv1502	Rv1507c	762
Rv1503c	Rv1504c	999
Rv1503c	Rv1505c	948
Rv1503c	Rv1506c	949
Rv1503c	Rv1507c	937
Rv1503c	Rv3402c	716
Rv1504c	Rv1505c	978
Rv1504c	Rv1506c	845
Rv1504c	Rv1507c	819
Rv1504c	Rv3464	758
Rv1504c	Rv3845	811
Rv1505c	Rv1506c	974
Rv1505c	Rv1507c	887
Rv1505c	Rv1518	832
Rv1505c	Rv1525	767
Rv1505c	Rv3402c	756
Rv1506c	Rv1507c	914
Rv1506c	Rv1516c	872
Rv1507c	Rv1508A	814
Rv1507c	Rv1509	708
Rv1507c	Rv1553	709
Rv1507c	Rv1650	745
Rv1507c	Rv2195	766
Rv1507c	Rv2782c	719
Rv1507c	Rv2889c	749
Rv1507c	Rv3147	791
Rv1507c	Rv3148	745
Rv1507c	Rv3149	771
Rv1507c	Rv3150	748
Rv1507c	Rv3151	757
Rv1507c	Rv3153	739
Rv1507c	Rv3211	704
Rv1507c	Rv3319	708
Rv1507c	Rv3457c	747
Rv1507c	Rv3458c	783
Rv1507c	Rv3459c	771
Rv1507c	Rv3460c	713
Rv1508A	Rv1509	971
Rv1508A	Rv1512	880
Rv1508A	Rv1514c	731
Rv1508A	Rv3594	804
Rv1508c	Rv1510	762
Rv1508c	Rv1516c	807
Rv1508c	Rv2536	804
Rv1509	Rv1510	811
Rv1509	Rv1511	870
Rv1509	Rv1521	870
Rv1509	Rv2370c	870
Rv1509	Rv3679	870
Rv1509	Rv3680	803
Rv1510	Rv1516c	841
Rv1510	Rv1521	820
Rv1510	Rv3349c	815
Rv1510	Rv3464	809
Rv1510	Rv3465	901
Rv1510	Rv3632	726
Rv1510	Rv3779	704
Rv1510	Rv3784	789
Rv1510	Rv3809c	882
Rv1510	Rv3877	787
Rv1511	Rv1512	999
Rv1511	Rv1513	932
Rv1511	Rv1521	805
Rv1511	Rv3264c	914
Rv1512	Rv1513	978
Rv1512	Rv1514c	784
Rv1512	Rv2056c	787
Rv1512	Rv2785c	782
Rv1512	Rv2890c	779
Rv1512	Rv2954c	762
Rv1512	Rv2955c	759
Rv1512	Rv2956	903
Rv1512	Rv2957	910
Rv1512	Rv2958c	810
Rv1512	Rv2959c	760
Rv1512	Rv3458c	770
Rv1512	Rv3459c	776
Rv1512	Rv3460c	758
Rv1513	Rv1514c	912
Rv1513	Rv2958c	829
Rv1514c	Rv1515c	787
Rv1514c	Rv1516c	782
Rv1515c	Rv1516c	976
Rv1515c	Rv2357c	793
Rv1516c	Rv1518	832
Rv1516c	Rv2121c	706
Rv1516c	Rv2957	766
Rv1517	Rv1518	894
Rv1518	Rv1520	853
Rv1518	Rv1525	750
Rv1519	Rv1520	787
Rv1519	Rv1735c	804
Rv1519	Rv2313c	870
Rv1519	Rv3126c	803
Rv1519	Rv3517	808
Rv1519	Rv3651	803
Rv1520	Rv2957	760
Rv1521	Rv1527c	769
Rv1521	Rv1661	701
Rv1521	Rv1664	730
Rv1521	Rv2048c	707
Rv1521	Rv2379c	869
Rv1521	Rv2380c	957
Rv1521	Rv2382c	761
Rv1521	Rv2383c	789
Rv1521	Rv2931	736
Rv1521	Rv2932	772
Rv1521	Rv2933	765
Rv1521	Rv2940c	765
Rv1521	Rv2947c	813
Rv1521	Rv3800c	743
Rv1521	Rv3825c	768
Rv1522c	Rv1523	833
Rv1522c	Rv1895	803
Rv1522c	Rv3322c	804
Rv1523	Rv1524	898
Rv1523	Rv1895	871
Rv1523	Rv3322c	887
Rv1524	Rv1525	751
Rv1524	Rv3351c	902
Rv1524	Rv3651	861
Rv1525	Rv1651c	717
Rv1525	Rv1917c	742
Rv1525	Rv2082	701
Rv1525	Rv2209	730
Rv1525	Rv2490c	739
Rv1525	Rv2949c	705
Rv1525	Rv3343c	736
Rv1525	Rv3347c	749
Rv1525	Rv3350c	749
Rv1525	Rv3879c	718
Rv1526c	Rv1527c	880
Rv1526c	Rv1728c	804
Rv1526c	Rv1875	827
Rv1526c	Rv1924c	808
Rv1526c	Rv1937	820
Rv1527c	Rv1528c	967
Rv1527c	Rv1529	837
Rv1527c	Rv1629	790
Rv1527c	Rv1661	966
Rv1527c	Rv1662	907
Rv1527c	Rv1663	780
Rv1527c	Rv1683	775
Rv1527c	Rv1707	793
Rv1527c	Rv1722	707
Rv1527c	Rv1739c	793
Rv1527c	Rv1747	744
Rv1527c	Rv1750c	706
Rv1527c	Rv1925	757
Rv1527c	Rv1937	977
Rv1527c	Rv1972	762
Rv1527c	Rv1973	762
Rv1527c	Rv2048c	997
Rv1527c	Rv2195	742
Rv1527c	Rv2196	898
Rv1527c	Rv2214c	831
Rv1527c	Rv2217	706
Rv1527c	Rv2243	997
Rv1527c	Rv2245	928
Rv1527c	Rv2246	928
Rv1527c	Rv2299c	700
Rv1527c	Rv2377c	701
Rv1527c	Rv2379c	932
Rv1527c	Rv2380c	982
Rv1527c	Rv2383c	998
Rv1527c	Rv2390c	763
Rv1527c	Rv2438c	753
Rv1527c	Rv2442c	756
Rv1527c	Rv2475c	931
Rv1527c	Rv2505c	704
Rv1527c	Rv2524c	999
Rv1527c	Rv2582	925
Rv1527c	Rv2590	936
Rv1527c	Rv2737c	788
Rv1527c	Rv2776c	807
Rv1527c	Rv2782c	785
Rv1527c	Rv2796c	796
Rv1527c	Rv2928	856
Rv1527c	Rv2930	757
Rv1527c	Rv2931	782
Rv1527c	Rv2932	917
Rv1527c	Rv2933	996
Rv1527c	Rv2940c	996
Rv1527c	Rv2941	764
Rv1527c	Rv2946c	987
Rv1527c	Rv2948c	706
Rv1527c	Rv2950c	753
Rv1527c	Rv3089	705
Rv1527c	Rv3145	962
Rv1527c	Rv3146	979
Rv1527c	Rv3147	989
Rv1527c	Rv3148	972
Rv1527c	Rv3149	861
Rv1527c	Rv3150	806
Rv1527c	Rv3151	803
Rv1527c	Rv3152	961
Rv1527c	Rv3153	990
Rv1527c	Rv3157	956
Rv1527c	Rv3158	964
Rv1527c	Rv3225c	751
Rv1527c	Rv3230c	808
Rv1527c	Rv3239c	758
Rv1527c	Rv3268	709
Rv1527c	Rv3273	816
Rv1527c	Rv3391	878
Rv1527c	Rv3397c	782
Rv1527c	Rv3443c	706
Rv1527c	Rv3492c	762
Rv1527c	Rv3506	706
Rv1527c	Rv3513c	782
Rv1527c	Rv3515c	706
Rv1527c	Rv3554	914
Rv1527c	Rv3561	707
Rv1527c	Rv3571	807
Rv1527c	Rv3728	769
Rv1527c	Rv3800c	987
Rv1527c	Rv3801c	748
Rv1527c	Rv3820c	900
Rv1527c	Rv3824c	905
Rv1527c	Rv3825c	995
Rv1527c	Rv3826	767
Rv1528c	Rv1661	740
Rv1528c	Rv2048c	844
Rv1528c	Rv2377c	710
Rv1528c	Rv2383c	740
Rv1528c	Rv2931	709
Rv1528c	Rv2932	735
Rv1528c	Rv2933	870
Rv1528c	Rv2940c	845
Rv1528c	Rv2946c	759
Rv1528c	Rv3177	732
Rv1528c	Rv3800c	855
Rv1528c	Rv3825c	844
Rv1529	Rv1664	727
Rv1529	Rv2048c	704
Rv1529	Rv2379c	873
Rv1529	Rv2380c	958
Rv1529	Rv2382c	799
Rv1529	Rv2931	737
Rv1529	Rv2932	770
Rv1529	Rv2933	766
Rv1529	Rv2940c	763
Rv1529	Rv2947c	809
Rv1529	Rv3800c	744
Rv1529	Rv3825c	766
Rv1530	Rv1531	833
Rv1530	Rv1703c	904
Rv1530	Rv1833c	906
Rv1530	Rv2296	906
Rv1530	Rv2579	906
Rv1530	Rv3001c	733
Rv1530	Rv3170	913
Rv1530	Rv3252c	904
Rv1530	Rv3293	924
Rv1530	Rv3726	738
Rv1531	Rv1767	700
Rv1532c	Rv1534	825
Rv1532c	Rv2383c	707
Rv1533	Rv1534	980
Rv1533	Rv2524c	782
Rv1534	Rv3312c	785
Rv1536	Rv1640c	962
Rv1536	Rv1650	980
Rv1536	Rv1689	934
Rv1536	Rv2357c	890
Rv1536	Rv2448c	908
Rv1536	Rv2555c	821
Rv1536	Rv2572c	908
Rv1536	Rv2580c	717
Rv1536	Rv2614c	939
Rv1536	Rv2845c	993
Rv1536	Rv2992c	991
Rv1536	Rv3336c	757
Rv1536	Rv3396c	769
Rv1536	Rv3580c	841
Rv1536	Rv3598c	937
Rv1536	Rv3625c	760
Rv1536	Rv3834c	805
Rv1537	Rv1629	912
Rv1537	Rv1633	799
Rv1537	Rv1638	726
Rv1537	Rv2116	862
Rv1537	Rv2720	925
Rv1537	Rv2737c	967
Rv1537	Rv3052c	745
Rv1537	Rv3062	703
Rv1537	Rv3370c	842
Rv1537	Rv3395c	761
Rv1537	Rv3711c	800
Rv1537	Rv3731	742
Rv1538c	Rv1539	809
Rv1538c	Rv1540	789
Rv1538c	Rv1595	918
Rv1538c	Rv1658	924
Rv1538c	Rv2127	932
Rv1538c	Rv2201	914
Rv1538c	Rv3432c	935
Rv1538c	Rv3565	845
Rv1538c	Rv3601c	875
Rv1538c	Rv3709c	867
Rv1539	Rv1540	909
Rv1539	Rv1614	833
Rv1539	Rv2051c	733
Rv1539	Rv2261c	933
Rv1539	Rv2262c	917
Rv1539	Rv2903c	735
Rv1540	Rv1643	702
Rv1540	Rv2420c	843
Rv1540	Rv2440c	801
Rv1540	Rv2442c	850
Rv1540	Rv3443c	852
Rv1540	Rv3456c	847
Rv1542c	Rv2219A	776
Rv1542c	Rv2470	965
Rv1543	Rv1544	974
Rv1543	Rv1545	745
Rv1543	Rv1546	792
Rv1543	Rv1760	825
Rv1543	Rv2285	826
Rv1543	Rv2484c	800
Rv1543	Rv3088	775
Rv1543	Rv3480c	857
Rv1543	Rv3734c	941
Rv1543	Rv3740c	728
Rv1544	Rv1545	748
Rv1544	Rv1546	791
Rv1544	Rv1760	812
Rv1544	Rv3480c	814
Rv1545	Rv1546	860
Rv1545	Rv1685c	803
Rv1546	Rv1547	796
Rv1546	Rv3584	731
Rv1547	Rv1629	858
Rv1547	Rv1821	797
Rv1547	Rv2116	792
Rv1547	Rv2150c	811
Rv1547	Rv2191	976
Rv1547	Rv2343c	864
Rv1547	Rv2413c	988
Rv1547	Rv2478c	799
Rv1547	Rv2737c	925
Rv1547	Rv3240c	907
Rv1547	Rv3396c	729
Rv1547	Rv3644c	983
Rv1547	Rv3711c	956
Rv1547	Rv3721c	983
Rv1548c	Rv1651c	771
Rv1548c	Rv2082	773
Rv1548c	Rv2098c	733
Rv1548c	Rv2209	771
Rv1548c	Rv2219A	865
Rv1548c	Rv2231A	746
Rv1548c	Rv2293c	747
Rv1548c	Rv2337c	707
Rv1548c	Rv2490c	769
Rv1548c	Rv2819c	747
Rv1548c	Rv2853	771
Rv1548c	Rv2942	739
Rv1548c	Rv2949c	733
Rv1548c	Rv2954c	756
Rv1548c	Rv3403c	758
Rv1548c	Rv3533c	814
Rv1548c	Rv3727	704
Rv1548c	Rv3864	769
Rv1548c	Rv3879c	758
Rv1548c	Rv3903c	760
Rv1549	Rv1550	999
Rv1549	Rv1551	843
Rv1549	Rv2485c	884
Rv1550	Rv1551	972
Rv1550	Rv2187	923
Rv1550	Rv2485c	807
Rv1550	Rv2524c	951
Rv1550	Rv3097c	809
Rv1551	Rv1692	900
Rv1551	Rv2182c	908
Rv1551	Rv2249c	907
Rv1551	Rv2482c	926
Rv1551	Rv2483c	821
Rv1551	Rv2484c	772
Rv1551	Rv2982c	940
Rv1551	Rv3302c	915
Rv1551	Rv3696c	913
Rv1552	Rv1553	999
Rv1552	Rv1554	999
Rv1552	Rv1555	999
Rv1552	Rv1659	812
Rv1552	Rv1731	765
Rv1552	Rv1832	704
Rv1552	Rv2195	803
Rv1552	Rv2196	708
Rv1552	Rv2247	813
Rv1552	Rv2501c	816
Rv1552	Rv3148	722
Rv1552	Rv3150	727
Rv1552	Rv3153	735
Rv1552	Rv3221c	813
Rv1552	Rv3285	815
Rv1552	Rv3316	998
Rv1552	Rv3317	997
Rv1552	Rv3318	911
Rv1552	Rv3319	997
Rv1553	Rv1554	999
Rv1553	Rv1555	999
Rv1553	Rv1659	815
Rv1553	Rv1731	705
Rv1553	Rv1817	881
Rv1553	Rv1867	728
Rv1553	Rv2193	728
Rv1553	Rv2194	788
Rv1553	Rv2195	768
Rv1553	Rv2196	702
Rv1553	Rv2247	835
Rv1553	Rv2443	710
Rv1553	Rv2501c	815
Rv1553	Rv3146	725
Rv1553	Rv3147	751
Rv1553	Rv3148	766
Rv1553	Rv3149	789
Rv1553	Rv3150	735
Rv1553	Rv3151	764
Rv1553	Rv3153	760
Rv1553	Rv3221c	812
Rv1553	Rv3285	814
Rv1553	Rv3316	999
Rv1553	Rv3317	997
Rv1553	Rv3318	998
Rv1553	Rv3319	915
Rv1553	Rv3523	728
Rv1553	Rv3537	881
Rv1553	Rv3546	728
Rv1553	Rv3556c	728
Rv1554	Rv1555	999
Rv1554	Rv1659	801
Rv1554	Rv2247	800
Rv1554	Rv2501c	800
Rv1554	Rv3221c	801
Rv1554	Rv3285	800
Rv1554	Rv3316	954
Rv1554	Rv3317	966
Rv1554	Rv3318	984
Rv1554	Rv3319	981
Rv1555	Rv1659	807
Rv1555	Rv2247	800
Rv1555	Rv2501c	800
Rv1555	Rv3221c	802
Rv1555	Rv3285	800
Rv1555	Rv3316	954
Rv1555	Rv3317	966
Rv1555	Rv3318	981
Rv1555	Rv3319	980
Rv1556	Rv1674c	806
Rv1556	Rv1675c	793
Rv1556	Rv1725c	817
Rv1556	Rv1931c	833
Rv1556	Rv1963c	732
Rv1556	Rv2282c	830
Rv1556	Rv2488c	801
Rv1556	Rv2912c	731
Rv1556	Rv3055	798
Rv1556	Rv3066	732
Rv1556	Rv3082c	752
Rv1556	Rv3124	739
Rv1556	Rv3167c	861
Rv1556	Rv3242c	804
Rv1556	Rv3263	797
Rv1556	Rv3291c	747
Rv1556	Rv3692	783
Rv1556	Rv3736	809
Rv1556	Rv3830c	863
Rv1556	Rv3840	798
Rv1557	Rv1558	868
Rv1557	Rv3442c	756
Rv1558	Rv1559	841
Rv1558	Rv2951c	744
Rv1558	Rv2983	773
Rv1558	Rv2991	701
Rv1558	Rv3261	835
Rv1558	Rv3262	812
Rv1558	Rv3520c	750
Rv1559	Rv1612	949
Rv1559	Rv1613	934
Rv1559	Rv1653	829
Rv1559	Rv1820	973
Rv1559	Rv2124c	910
Rv1559	Rv2210c	974
Rv1559	Rv2294	807
Rv1559	Rv2335	822
Rv1559	Rv2458	810
Rv1559	Rv2987c	785
Rv1559	Rv2988c	700
Rv1559	Rv2995c	977
Rv1559	Rv3001c	900
Rv1559	Rv3002c	991
Rv1559	Rv3003c	972
Rv1559	Rv3042c	915
Rv1559	Rv3248c	836
Rv1559	Rv3340	818
Rv1559	Rv3341	845
Rv1559	Rv3470c	953
Rv1559	Rv3509c	957
Rv1559	Rv3859c	865
Rv1560	Rv1561	999
Rv1560	Rv1960c	733
Rv1560	Rv2010	961
Rv1560	Rv3263	732
